Name,Age,Overall,Club,Value(£),Age_Group,Overall_Group,Log_Value,Age_Rating
22 S. Ardaya,-0.24306505625614253,-0.04599183866220832,Club The Strongest,-0.26014212776422024,21-25,61-70,0.01628437324257179,-0.22919313343968425
Unai Rementería,-0.24306505625614253,-0.04599183866220832,CD Mirandés,-0.2091285758087068,21-25,61-70,0.22326668802336444,-0.22919313343968425
E. Kachunga,1.481188365508661,0.07844754708539343,Bolton Wanderers,-0.2760838627503182,31-35,61-70,-0.07379720781153572,0.9729868022600491
J. Medina,-0.24306505625614253,0.07844754708539343,9 de Octubre,-0.19637518781982843,21-25,61-70,0.2631127366968009,-0.1796651211074855
H. Mbock,-0.24306505625614253,0.4517657043281987,Stade Brestois 29,-0.06884130793104484,21-25,61-70,0.5406870436727885,-0.03108108411088925
H. Ekitike,-0.6741284116973434,1.5717201760566144,Paris Saint-Germain,1.754893174478561,21-25,71-80,1.4633937150473246,0.07247748712916269
G. Ondoua,0.6190616546262593,0.5762050900758005,Hannover 96,-0.17086841184207172,26-30,61-70,0.3337046099464709,0.6307932625103123
J. Ward,0.6190616546262593,0.4517657043281987,Peterborough United,-0.2091285758087068,26-30,61-70,0.22326668802336444,0.5722601570268047
R. Zambrano,1.2656566877880606,0.5762050900758005,Mushuc Runa,-0.2091285758087068,26-30,61-70,0.22326668802336444,1.0900530132270643
G. Mancini,0.6190616546262593,2.193917104794623,Roma,3.2215327931995725,26-30,81-90,1.705573151801716,1.3917236337959114
Dani Raba,0.6190616546262593,1.0739626330662075,CD Leganés,0.007679020002225325,26-30,71-80,0.6511250102004907,0.8649256844443427
Cristo González,0.1879982991850584,0.4517657043281987,Real Sporting de Gijón,-0.145361635864315,21-25,61-70,0.3948540783135041,0.2705895364579577
Gabriel Strefezza,0.40352997690565884,1.4472807903090128,Lecce,0.6070882554795083,26-30,71-80,1.1023267385140267,0.8716795043078244
L. Magnino,0.1879982991850584,0.07844754708539343,Modena,-0.2410120457809027,21-25,61-70,0.10519627143160433,0.10849785973439814
K. Rekik,0.8345933323468597,1.6961595618042162,Sevilla FC,1.1809907149790346,26-30,71-80,1.3175606820376955,1.3309392550245764
22 Undabarrena,1.0501250100674602,0.07844754708539343,Burgos CF,-0.2760838627503182,26-30,61-70,-0.07379720781153572,0.6848238214181654
L. Scherff,0.40352997690565884,0.07844754708539343,F.C. Hansa Rostock,-0.25695378076700065,26-30,61-70,0.03235410734099762,0.25257935015534
19 Robinho,2.343315076391063,1.6961595618042162,Demir Grup Sivasspor,0.22448661581315746,31-35,71-80,0.8683987448152733,2.544375557163446
21 C. Neumann,2.343315076391063,0.4517657043281987,Sport Huancayo,-0.285648903741977,31-35,61-70,-0.1377998222433822,1.7789426393021925
C. Chávez,2.5588467541116633,0.7006444758234022,Godoy Cruz,-0.2728955157530986,36-40,61-70,-0.05430744549043033,2.087367079734521
T. Archibald,0.1879982991850584,-0.04599183866220832,Leyton Orient,-0.26651882175865943,21-25,61-70,-0.017652660740741264,0.05446730082654496
22 Y. Asano,0.1879982991850584,0.4517657043281987,Sanfrecce Hiroshima,-0.15811502385319337,21-25,61-70,0.3652992577569411,0.2705895364579577
K. Nakamura,-0.458596733976743,0.5762050900758005,LASK Linz,-0.005074367986653036,21-25,61-70,0.6344707782537555,-0.1346396553509412
G. Thomson,1.481188365508661,0.07844754708539343,Harrogate Town,-0.2760838627503182,31-35,61-70,-0.07379720781153572,0.9729868022600491
Pubill,-0.889660089417944,0.5762050900758005,Levante Unión Deportiva,-0.03058114396440976,15-20,61-70,0.5992271700440065,-0.44081282249544257
R. Feltscher,1.6967200432292615,0.07844754708539343,MSV Duisburg,-0.29521394473363577,31-35,61-70,-0.21222375361945808,1.117068292680991
Y. Akgün,-0.458596733976743,1.0739626330662075,Galatasaray SK,0.13521289989100893,21-25,71-80,0.7909717675153956,0.05446730082654496
22 J. Izquierdo,1.0501250100674602,0.9495232473186057,Club Brugge KV,-0.10710147189767992,26-30,71-80,0.47355132422184126,1.1260733858322998
22 O. Añez,1.481188365508661,0.2028869328329952,Club Atlético Nacional Potosí,-0.269707168755879,31-35,61-70,-0.03561340803588567,1.0405250008948657
22 Leandro Damião,1.6967200432292615,1.0739626330662075,Kawasaki Frontale,-0.09434808390880156,31-35,71-80,0.4970406184544979,1.6753840680621406
L. Ramazani,-0.458596733976743,0.9495232473186057,Unión Deportiva Almería,0.18622645184652237,21-25,71-80,0.8368040824670036,0.007190561782173422
A. Sabella,-0.458596733976743,0.2028869328329952,Platense,-0.145361635864315,21-25,61-70,0.3948540783135041,-0.2764698724840558
S. Ogrinec,0.1879982991850584,0.5762050900758005,WSG Tirol,-0.13260824787543665,21-25,61-70,0.4226165658590549,0.3246200953658109
19 J. Ramaré,2.343315076391063,0.7006444758234022,Valenciennes FC,-0.3079673327225141,31-35,61-70,-0.33507252002195426,1.9320292228744431
É. Cetré,0.8345933323468597,0.07844754708539343,9 de Octubre,-0.269707168755879,26-30,61-70,-0.03561340803588567,0.5407423309972237
S. Oum Gouet,0.1879982991850584,0.5762050900758005,KV Mechelen,-0.11985485988655828,21-25,61-70,0.4487917362743273,0.3246200953658109
B. Veglio,0.1879982991850584,0.4517657043281987,Montevideo Wanderers,-0.09434808390880156,21-25,61-70,0.4970406184544979,0.2705895364579577
L. Garro,0.40352997690565884,0.2028869328329952,Sport Boys,-0.2442003927781223,26-30,61-70,0.09152538977221614,0.3088611823510204
S. Elia,-0.027533378535542063,0.4517657043281987,Palermo,-0.05608791994216648,21-25,61-70,0.5610433224833009,0.11975422617353422
N. Ampomah,0.6190616546262593,0.4517657043281987,Fortuna Düsseldorf,-0.19637518781982843,26-30,61-70,0.2631127366968009,0.5722601570268047
J. Kade,-0.027533378535542063,0.32732631858059696,SG Dynamo Dresden,-0.13260824787543665,21-25,61-70,0.4226165658590549,0.06797494055350825
Hélder Morim,-0.458596733976743,0.07844754708539343,GD Chaves,-0.2091285758087068,21-25,61-70,0.22326668802336444,-0.3237466115284273
22 J. Sánchez,-0.6741284116973434,0.5762050900758005,Independiente del Valle,-0.017827755975531396,21-25,61-70,0.6171879384748515,-0.2877262389231919
K. Arnstad,-1.1051917671385443,0.07844754708539343,RSC Anderlecht,-0.15811502385319337,15-20,61-70,0.3652992577569411,-0.7559910827912528
A. Fatawu Issahaku,-1.1051917671385443,0.4517657043281987,Sporting CP,-0.017827755975531396,15-20,61-70,0.6171879384748515,-0.6344223252485831
16 Gustavo Scarpa,-0.458596733976743,0.7006444758234022,Fluminense,-0.145361635864315,21-25,61-70,0.3948540783135041,-0.08736291630656966
R. Harper,-0.24306505625614253,-0.04599183866220832,Ipswich Town,-0.23144700478924393,21-25,61-70,0.143918528775923,-0.22919313343968425
Rafael Brito,-0.6741284116973434,0.2028869328329952,Clube Sport Marítimo,-0.145361635864315,21-25,61-70,0.3948540783135041,-0.4228026361928248
T. Kalas,1.2656566877880606,1.0739626330662075,Bristol City,-0.06884130793104484,26-30,71-80,0.5406870436727885,1.3512007146150213
Dário Essugo,-1.3207234448591447,0.32732631858059696,Sporting CP,-0.09434808390880156,15-20,61-70,0.4970406184544979,-0.8235292814260693
22 João Carvalho,0.1879982991850584,0.7006444758234022,Olympiacos CFP,-0.09434808390880156,21-25,61-70,0.4970406184544979,0.37865065427366407
15 S. Crainey,2.1277833986704624,0.2028869328329952,Fleetwood Town,-0.32008305131194853,31-35,61-70,-0.49340317437419573,1.4795232920211727
E. Vignato,-0.458596733976743,1.0739626330662075,Bologna,0.35202049570194105,21-25,71-80,0.9602940799677194,0.05446730082654496
J. Mejdr,0.8345933323468597,0.9495232473186057,AC Sparta Praha,-0.09434808390880156,26-30,71-80,0.4970406184544979,0.9662329823965675
J. Scally,-0.889660089417944,0.9495232473186057,Borussia Mönchengladbach,0.1479662878798873,15-20,71-80,0.8028670065477684,-0.31249024508929124
22 J. Quiñónez,-0.889660089417944,0.2028869328329952,LDU Quito,-0.15811502385319337,15-20,61-70,0.3652992577569411,-0.5691353999015939
A. Long,1.2656566877880606,1.1984020188138091,New York Red Bulls,-0.03058114396440976,26-30,71-80,0.5992271700440065,1.4164876399620108
V. Anita,2.1277833986704624,0.4517657043281987,RKC Waalwijk,-0.285648903741977,31-35,61-70,-0.1377998222433822,1.628107329017769
Daniel Penha,-0.027533378535542063,0.825083861571004,Daegu FC,0.05869257195773877,21-25,71-80,0.7122744990113012,0.27509208303361216
A. Hamdi,0.1879982991850584,0.2028869328329952,Club de Foot Montréal,-0.2091285758087068,21-25,61-70,0.22326668802336444,0.16252841864225134
J. Stephens,1.0501250100674602,1.322841404561411,Southampton,0.16071967586876565,26-30,71-80,0.8144610677735876,1.315180342009786
M. Čabraja,0.40352997690565884,0.32732631858059696,Hibernian,-0.22188196379758518,26-30,61-70,0.17962028362054688,0.3651430145467008
Tiago Dantas,-0.458596733976743,0.4517657043281987,PAOK,-0.03058114396440976,21-25,61-70,0.5992271700440065,-0.18191639439531274
F. Baschirotto,0.40352997690565884,0.32732631858059696,Lecce,-0.2091285758087068,26-30,61-70,0.22326668802336444,0.3651430145467008
Z. Aboukhlal,-0.24306505625614253,0.825083861571004,Toulouse Football Club,0.10970612391325221,21-25,71-80,0.7662121728728419,0.11750295288570702
M. Palacios,-0.6741284116973434,0.4517657043281987,Al Ain FC,-0.03058114396440976,21-25,61-70,0.5992271700440065,-0.3327517046797362
22 F. Andrada,0.8345933323468597,0.7006444758234022,Atlético Tucumán,-0.15811502385319337,26-30,61-70,0.3652992577569411,0.8446642248538978
B. Reeves,1.481188365508661,-0.17043122440981007,Gillingham,-0.3015906387280749,31-35,61-70,-0.2695409539710692,0.8379104049904161
F. Boya,0.6190616546262593,0.5762050900758005,Sint-Truidense VV,-0.15811502385319337,26-30,61-70,0.3652992577569411,0.6307932625103123
R. van der Venne,1.481188365508661,0.2028869328329952,Melbourne City FC,-0.26014212776422024,31-35,61-70,0.01628437324257179,1.0405250008948657
19 D. Böde,1.6967200432292615,0.825083861571004,Manchester United,-0.3494158436863688,31-35,71-80,-6.1470699070995485,1.5358051242168531
B. Trawally,0.8345933323468597,0.825083861571004,Hammarby IF,-0.13260824787543665,26-30,71-80,0.4226165658590549,0.9054486036252326
Z. Vanheusden,-0.24306505625614253,1.0739626330662075,AZ Alkmaar,0.21173322782427909,21-25,71-80,0.8581075033996225,0.2165589775501045
B. Elmaz,-0.889660089417944,-0.17043122440981007,Olympique de Marseille,-0.22507031079480475,15-20,61-70,0.1680262312012757,-0.6974579773077452
14 Edmílson,1.481188365508661,0.9495232473186057,Club de Regatas Vasco da Gama,-0.2091285758087068,31-35,71-80,0.22326668802336444,1.4457541927037645
J. Brenet,1.0501250100674602,0.9495232473186057,FC Twente,-0.13260824787543665,26-30,71-80,0.4226165658590549,1.1260733858322998
M. Stamenic,-0.6741284116973434,-0.17043122440981007,F.C. København,-0.22825865779202434,21-25,61-70,0.15613100143895367,-0.5578790334624578
21 M. Suárez,0.8345933323468597,-0.04599183866220832,Club Atlético Nacional Potosí,-0.285648903741977,26-30,61-70,-0.1377998222433822,0.4799579522258888
G. Rutter,-0.6741284116973434,1.4472807903090128,TSG Hoffenheim,1.2447576549234265,21-25,71-80,1.3362547484951242,0.027452021372618367
F. Rieder,-0.6741284116973434,0.32732631858059696,BSC Young Boys,-0.06884130793104484,21-25,61-70,0.5406870436727885,-0.3777771704362805
Rodri,-0.24306505625614253,1.1984020188138091,Real Betis Balompié,0.5433213155351164,21-25,71-80,1.0707320732581957,0.2660869898823033
G. Kalulu,0.1879982991850584,0.825083861571004,FC Lorient,-0.04333453195328812,21-25,71-80,0.5805331096924551,0.43268121318151725
Abdu Conté,0.1879982991850584,0.7006444758234022,ESTAC Troyes,-0.005074367986653036,21-25,61-70,0.6344707782537555,0.37865065427366407
M. Coronel,-0.027533378535542063,0.5762050900758005,Atlético Tucumán,-0.145361635864315,21-25,61-70,0.3948540783135041,0.1715335117935602
Bruno Viana,0.8345933323468597,1.6961595618042162,Wuhan FC,1.1809907149790346,26-30,71-80,1.3175606820376955,1.3309392550245764
22 J. Montero,1.6967200432292615,0.5762050900758005,Gallos Blancos de Querétaro,-0.22188196379758518,31-35,61-70,0.17962028362054688,1.3962261803715657
22 Elliot,-0.458596733976743,0.32732631858059696,CD Tenerife,-0.10710147189767992,21-25,61-70,0.47355132422184126,-0.22919313343968425
A. Frías,0.1879982991850584,1.1984020188138091,Defensa y Justicia,0.21173322782427909,21-25,71-80,0.8581075033996225,0.5947728899050768
S. Bornauw,-0.027533378535542063,1.4472807903090128,VfL Wolfsburg,0.6708551954239,21-25,71-80,1.1318815743352797,0.533988511133742
M. van Bergen,-0.24306505625614253,1.0739626330662075,Stade de Reims,0.13521289989100893,21-25,71-80,0.7909717675153956,0.2165589775501045
S. Dembélé,0.40352997690565884,0.7006444758234022,AFC Bournemouth,-0.0815946959199232,26-30,61-70,0.5193836276962386,0.533988511133742
J. Piroe,-0.24306505625614253,1.1984020188138091,Swansea City,0.41578743564633286,21-25,71-80,1.000140156395131,0.2660869898823033
22 E. Aguilera,1.912251720949862,1.322841404561411,Club Atlas,-0.005074367986653036,31-35,71-80,0.6344707782537555,1.981557235206642
E. Schelotto,2.1277833986704624,0.4517657043281987,Club Atlético Aldosivi,-0.2824605567447574,31-35,61-70,-0.11545684571163768,1.628107329017769
T. Ambrose,0.40352997690565884,0.9495232473186057,KV Oostende,0.007679020002225325,26-30,71-80,0.6511250102004907,0.6465521755251028
22 C. Songkrasin,0.8345933323468597,0.9495232473186057,Kawasaki Frontale,-0.09434808390880156,26-30,71-80,0.4970406184544979,0.9662329823965675
22 João Teixeira,1.0501250100674602,0.9495232473186057,Futebol Clube de Famalicão,-0.10710147189767992,26-30,71-80,0.47355132422184126,1.1260733858322998
C. Guy,0.40352997690565884,-0.04599183866220832,Carlisle United,-0.2760838627503182,26-30,61-70,-0.07379720781153572,0.19629751795965958
22 R. Vilca,-0.24306505625614253,0.07844754708539343,Newcastle United,-0.1836217998309501,21-25,61-70,0.2997675508016166,-0.1796651211074855
G. Kostadinov,1.6967200432292615,0.7006444758234022,APOEL Nicosia FC,-0.22507031079480475,31-35,61-70,0.1680262312012757,1.4660156522942094
L. Leroy,-0.24306505625614253,0.4517657043281987,Montpellier Hérault SC,-0.05608791994216648,21-25,61-70,0.5610433224833009,-0.03108108411088925
J. Morel,0.1879982991850584,0.825083861571004,Estudiantes de La Plata,0.07144595994661714,21-25,71-80,0.7263661010710951,0.43268121318151725
Jota Silva,-0.24306505625614253,0.825083861571004,Vitória de Guimarães,0.10970612391325221,21-25,71-80,0.7662121728728419,0.11750295288570702
I. Konaté,-0.027533378535542063,2.193917104794623,Liverpool,5.7722103909752445,21-25,81-90,1.952401781025011,0.8446642248538978
J. Nišić,0.1879982991850584,0.07844754708539343,Pau FC,-0.2410120457809027,21-25,61-70,0.10519627143160433,0.10849785973439814
M. Ruggeri,-0.889660089417944,0.7006444758234022,Atalanta,0.020432407991103685,15-20,61-70,0.6671947612178919,-0.39803863002672546
22 J. Durán,1.2656566877880606,0.2028869328329952,Cienciano,-0.26014212776422024,26-30,61-70,0.01628437324257179,0.8941922371860965
21 Carles Salvador,1.2656566877880606,0.2028869328329952,C.D. Castellón,-0.26014212776422024,26-30,61-70,0.01628437324257179,0.8941922371860965
O. Mora,-0.027533378535542063,0.5762050900758005,Club Alianza Lima,-0.145361635864315,21-25,61-70,0.3948540783135041,0.1715335117935602
F. Becker,-0.24306505625614253,0.7006444758234022,TSG Hoffenheim,0.04593918396886041,21-25,61-70,0.6977354706463247,0.06797494055350825
M. Sampirisi,1.2656566877880606,0.825083861571004,AC Monza,-0.1836217998309501,26-30,71-80,0.2997675508016166,1.220626863921043
Tomás Silva,-0.24306505625614253,0.32732631858059696,FC Vizela,-0.10710147189767992,21-25,61-70,0.47355132422184126,-0.080609096443088
M. Jay,0.6190616546262593,0.2028869328329952,Exeter City,-0.2410120457809027,26-30,61-70,0.10519627143160433,0.4551939460597894
22 M. Titsch Rivero,1.6967200432292615,0.2028869328329952,Hallescher FC,-0.2760838627503182,31-35,61-70,-0.07379720781153572,1.1868577646036347
N. Orellana,0.6190616546262593,0.4517657043281987,Unión La Calera,-0.19637518781982843,26-30,61-70,0.2631127366968009,0.5722601570268047
22 A. Selmani,0.1879982991850584,0.5762050900758005,Hammarby IF,-0.11985485988655828,21-25,61-70,0.4487917362743273,0.3246200953658109
Beñat Prados,-0.458596733976743,0.32732631858059696,CD Mirandés,-0.10710147189767992,21-25,61-70,0.47355132422184126,-0.22919313343968425
A. Šporar,1.0501250100674602,1.0739626330662075,Panathinaikos FC,-0.04333453195328812,26-30,71-80,0.5805331096924551,1.189109037891462
21 R. Fernández,-0.24306505625614253,0.2028869328329952,Centro Atlético Fénix,-0.2091285758087068,21-25,61-70,0.22326668802336444,-0.13013710877528675
Jorge Molina,3.6365051427146655,1.820598947551818,Granada CF,-0.3494158436863688,41-50,71-80,-6.1470699070995485,3.6745147476527085
22 H. Frenschl,1.2656566877880606,-0.17043122440981007,Türkgücü München,-0.3047789857252945,26-30,61-70,-0.30113553636161294,0.6983314611451288
F. Melegoni,-0.027533378535542063,0.4517657043281987,Genoa,-0.09434808390880156,21-25,61-70,0.4970406184544979,0.11975422617353422
A. Smith,-0.027533378535542063,-0.29487061015741184,Sutton United,-0.285648903741977,21-25,61-70,-0.1377998222433822,-0.19092148754662158
R. Schallenberg,-0.027533378535542063,0.9495232473186057,SC Paderborn 07,-0.017827755975531396,21-25,71-80,0.6171879384748515,0.3268713686536381
22 D. Cicek,1.0501250100674602,-0.17043122440981007,TSV Havelse,-0.2984022917308553,26-30,61-70,-0.23998619065695634,0.5587525172998413
22 J. Villamarín,1.2656566877880606,0.4517657043281987,Club Universitario de Deportes,-0.22188196379758518,26-30,61-70,0.17962028362054688,1.024766087880075
B. Gomis,2.7743784318322637,1.4472807903090128,Galatasaray SK,-0.10710147189767992,36-40,71-80,0.47355132422184126,2.728979966765278
Y. Borges Sanches,-1.1051917671385443,-0.04599183866220832,Borussia Mönchengladbach,-0.19637518781982843,15-20,61-70,0.2631127366968009,-0.7965140019721427
22 Gorostidi,0.40352997690565884,-0.04599183866220832,AD Alcorcón,-0.269707168755879,26-30,61-70,-0.03561340803588567,0.19629751795965958
B. Kapustka,0.40352997690565884,0.7006444758234022,Legia Warszawa,-0.09434808390880156,26-30,61-70,0.4970406184544979,0.533988511133742
